fighter,division,elo,rank_elo,overall_rating,style,grappler_index,striker_index,SLpM,str_def,td_per15,td_def,ctrl_sec_per_round,sub_att_per15,finish_rate,gets_finished_rate,head_share,ground_strike_per15,ground_ctrl_share,distance_strike_diff15,finish_threat15,head_absorbed_per15,kd_absorbed_per15,age,stance,n_fights
Trevor Peek,Lightweight,1458.5,1458.5,40.2,balanced,0.526,0.703,4.1,0.463,1.46,0.532,49.7,0.18,0.2,0.0,0.606,4.43,0.166,7.46,0.55,32.12,0.142,31.4,Switch,5
Khama Worthy,Lightweight,1452.0,1452.0,35.7,striker,0.197,0.819,4.15,0.465,0.69,0.571,26.4,0.56,0.4,0.6,0.5,4.06,0.088,2.99,0.77,31.16,0.618,39.7,Orthodox,5
Kurt Holobaugh,Lightweight,1449.5,1449.5,37.2,striker,0.424,0.784,4.49,0.485,1.01,0.361,46.4,0.66,0.111,0.333,0.623,4.09,0.154,6.06,0.77,41.76,0.193,39.8,Orthodox,9
Kamuela Kirk,Lightweight,1446.1,1446.1,36.2,grappler,0.675,0.531,3.5,0.492,1.37,0.357,54.4,0.88,0.0,0.333,0.593,3.55,0.181,-6.24,1.02,40.76,0.182,32.2,Switch,3
Matt Sayles,Lightweight,1439.2,1439.2,35.5,striker,0.369,0.728,4.16,0.61,0.96,0.81,42.5,0.58,0.25,0.5,0.578,7.29,0.142,5.22,0.66,27.05,0.16,32.3,Orthodox,4
Kyle Prepolec,Lightweight,1435.2,1435.2,31.2,striker,0.173,0.663,3.69,0.489,0.77,0.455,27.9,0.2,0.0,0.5,0.619,2.96,0.093,-10.62,0.33,35.65,0.16,36.8,Southpaw,4
Jesse Ronson,Lightweight,1429.2,1429.2,32.5,striker,0.302,0.748,3.77,0.572,0.89,0.571,26.6,0.44,0.0,0.333,0.56,4.3,0.089,4.28,0.65,31.78,0.256,40.5,Southpaw,6
Frank Camacho,Lightweight,1427.0,1427.0,34.7,striker,0.327,0.875,5.75,0.518,1.26,0.731,33.0,0.14,0.125,0.5,0.727,2.22,0.11,-6.58,0.22,54.96,0.606,37.1,Orthodox,8
Viacheslav Borshchev,Lightweight,1424.2,1424.2,33.9,striker,0.139,0.903,4.74,0.574,0.44,0.443,23.9,0.21,0.2,0.2,0.544,3.48,0.08,15.65,0.64,39.13,0.27,34.4,Orthodox,10
Lando Vannata,Lightweight,1422.7,1422.7,34.3,balanced,0.393,0.707,4.43,0.548,1.31,0.667,27.3,0.31,0.143,0.214,0.535,3.92,0.091,1.05,0.7,38.81,0.208,34.3,Orthodox,14
Jessin Ayari,Lightweight,1419.4,1419.4,31.0,striker,0.192,0.69,3.82,0.586,0.77,0.5,28.6,0.37,0.0,0.25,0.679,3.56,0.095,-1.02,0.48,31.18,0.61,34.1,Orthodox,4
Maheshate,Lightweight,1419.2,1419.2,31.8,striker,0.133,0.739,4.11,0.512,0.62,0.471,21.0,0.16,0.167,0.167,0.646,2.49,0.07,-15.21,0.5,47.75,0.728,26.6,Orthodox,6
Anshul Jubli,Lightweight,1418.0,1418.0,33.6,balanced,0.492,0.763,5.09,0.464,1.47,1.0,59.9,0.52,0.333,0.667,0.66,10.24,0.2,-0.35,0.59,36.79,0.611,31.4,Switch,3
Bolaji Oki,Lightweight,1417.2,1417.2,33.2,striker,0.452,0.86,5.26,0.611,1.28,0.75,41.3,0.18,0.0,0.6,0.658,4.16,0.138,9.9,0.43,45.87,0.558,30.6,Orthodox,5
Rolando Bedoya,Lightweight,1411.5,1411.5,32.9,striker,0.195,0.847,5.18,0.528,0.77,0.75,30.3,0.33,0.0,0.0,0.581,2.96,0.101,3.38,0.46,42.51,0.41,29.4,Orthodox,4
Erick Gonzalez,Lightweight,1408.0,1408.0,28.0,wrestler,0.815,0.473,3.38,0.409,3.45,0.5,50.1,0.23,0.0,1.0,0.659,3.71,0.167,-13.31,0.38,44.94,1.147,34.4,Orthodox,3
Charlie Ontiveros,Lightweight,1401.5,1401.5,23.1,balanced,0.24,0.622,3.37,0.322,0.88,0.333,29.9,0.23,0.0,1.0,0.718,3.71,0.1,1.47,1.02,41.08,0.182,35.0,Switch,3
Alex Reyes,Lightweight,1401.1,1401.1,28.3,balanced,0.469,0.641,4.26,0.481,1.53,0.0,52.6,0.23,0.0,0.667,0.547,3.64,0.175,-7.85,0.38,39.66,0.697,39.7,Orthodox,3
Niklas Stolze,Lightweight,1376.3,1376.3,23.4,balanced,0.487,0.567,3.26,0.49,1.17,0.556,30.5,0.52,0.0,0.667,0.538,4.03,0.102,0.72,0.59,27.79,0.397,33.5,Switch,3
Genaro Valdez,Lightweight,1362.6,1362.6,22.2,striker,0.189,0.692,3.94,0.483,0.88,0.364,29.7,0.23,0.0,0.333,0.659,3.94,0.099,-11.71,0.56,45.4,1.101,34.4,Orthodox,3
Khamzat Chimaev,Middleweight,1892.0,1892.0,91.9,grappler,1.0,0.607,3.41,0.52,3.61,0.875,117.9,0.95,0.6,0.0,0.725,16.81,0.393,-3.71,1.24,31.68,0.084,32.0,Orthodox,10
Kamaru Usman,Middleweight,1841.5,1841.5,90.3,wrestler,0.862,0.687,3.86,0.552,2.41,0.898,111.0,0.14,0.263,0.053,0.636,13.75,0.37,2.55,0.55,22.77,0.086,38.1,Switch,19
Dricus Du Plessis,Middleweight,1835.6,1835.6,91.7,wrestler,0.694,0.709,4.39,0.53,1.82,0.348,37.5,0.58,0.6,0.0,0.606,6.67,0.125,3.71,0.95,41.2,0.084,31.6,Switch,10
Sean Strickland,Middleweight,1825.0,1825.0,90.3,balanced,0.416,0.816,5.45,0.606,0.72,0.688,27.6,0.18,0.24,0.08,0.785,4.31,0.092,15.57,0.44,27.95,0.133,35.2,Orthodox,25
Alex Pereira,Middleweight,1810.3,1810.3,88.3,striker,0.286,0.97,4.16,0.539,0.36,0.791,15.4,0.24,0.615,0.154,0.513,5.79,0.054,10.85,0.84,25.46,0.146,38.9,Orthodox,13
Nassourdine Imavov,Middleweight,1806.6,1806.6,89.6,grappler,0.639,0.666,3.85,0.587,0.82,0.814,45.3,0.79,0.333,0.0,0.671,6.81,0.151,2.91,0.99,27.42,0.073,29.5,Orthodox,12
Joe Pyfer,Middleweight,1803.1,1803.1,89.5,grappler,0.569,0.616,3.09,0.527,1.11,0.667,34.7,0.6,0.75,0.0,0.677,5.77,0.116,-0.36,1.31,24.92,0.098,29.5,Orthodox,8
Brendan Allen,Middleweight,1783.2,1783.2,87.3,grappler,0.861,0.585,3.31,0.48,1.37,0.548,80.9,0.89,0.474,0.105,0.652,8.08,0.269,-3.2,1.12,38.25,0.162,30.4,Orthodox,19
Michael Page,Middleweight,1778.4,1778.4,80.9,balanced,0.222,0.545,2.67,0.617,0.54,0.684,32.0,0.17,0.0,0.0,0.636,3.01,0.107,7.9,0.33,18.78,0.131,39.0,Switch,5
Caio Borralho,Middleweight,1763.8,1763.8,83.8,grappler,0.755,0.584,3.22,0.598,1.09,0.737,68.5,0.4,0.222,0.0,0.646,6.43,0.228,3.68,0.73,23.93,0.09,33.1,Southpaw,9
Robert Whittaker,Middleweight,1761.2,1761.2,81.6,balanced,0.341,0.755,3.99,0.596,0.76,0.82,26.5,0.05,0.25,0.167,0.698,4.57,0.089,11.79,0.55,27.35,0.336,34.6,Orthodox,24
Gregory Rodrigues,Middleweight,1758.3,1758.3,84.4,grappler,0.653,0.785,4.29,0.509,1.52,0.75,47.2,0.34,0.538,0.154,0.714,4.45,0.157,5.65,1.08,33.59,0.315,34.1,Orthodox,13
Paulo Costa,Middleweight,1753.7,1753.7,82.3,striker,0.285,1.0,4.95,0.494,0.5,0.778,23.4,0.1,0.417,0.083,0.499,5.41,0.078,-0.4,0.58,46.66,0.206,35.0,Orthodox,12
Ikram Aliskerov,Middleweight,1750.3,1750.3,83.4,wrestler,0.725,0.762,4.43,0.412,1.73,1.0,53.6,0.17,0.6,0.2,0.639,9.1,0.179,6.17,1.05,33.3,0.369,32.9,Southpaw,5
Jan Blachowicz,Middleweight,1735.4,1735.4,77.8,balanced,0.468,0.688,3.3,0.522,0.95,0.695,39.1,0.34,0.318,0.091,0.619,5.68,0.13,8.18,0.68,26.57,0.126,42.8,Orthodox,22
Anthony Hernandez,Middleweight,1725.2,1725.2,80.6,grappler,1.0,0.597,3.65,0.509,3.99,0.682,110.1,1.12,0.583,0.25,0.762,17.94,0.367,-2.13,1.21,28.95,0.21,32.3,Orthodox,12
Bo Nickal,Middleweight,1724.1,1724.1,79.6,grappler,0.813,0.608,2.85,0.597,1.56,1.0,61.8,0.93,0.714,0.143,0.623,4.21,0.204,7.76,1.35,18.4,0.267,30.4,Southpaw,7
Christian Leroy Duncan,Middleweight,1723.3,1723.3,77.9,balanced,0.369,0.765,3.8,0.528,0.58,0.633,54.9,0.12,0.556,0.0,0.533,5.07,0.183,12.36,0.54,22.52,0.09,30.7,Switch,9
Yoel Romero,Middleweight,1706.8,1706.8,75.1,balanced,0.407,0.732,3.15,0.607,1.41,0.806,37.7,0.09,0.538,0.0,0.612,6.75,0.126,-2.43,0.71,22.55,0.122,42.9,Southpaw,13
Ateba Gautier,Middleweight,1705.6,1705.6,76.6,striker,0.376,0.828,3.8,0.538,1.02,1.0,25.6,0.18,0.8,0.0,0.697,3.51,0.085,0.01,1.49,24.96,0.181,24.2,Switch,5
Dominick Reyes,Middleweight,1704.7,1704.7,73.1,striker,0.248,0.952,4.02,0.496,0.43,0.829,24.3,0.25,0.467,0.267,0.579,8.71,0.081,6.05,0.92,24.46,0.4,36.3,Southpaw,15
Joaquin Buckley,Middleweight,1703.2,1703.2,73.7,balanced,0.427,0.673,3.23,0.589,1.26,0.702,33.0,0.13,0.471,0.176,0.624,8.54,0.11,5.81,0.68,28.84,0.272,32.0,Southpaw,17
Glover Teixeira,Middleweight,1692.1,1692.1,74.3,grappler,0.796,0.616,3.15,0.51,1.69,0.603,73.1,0.73,0.565,0.13,0.819,16.52,0.244,-14.85,0.99,42.38,0.253,43.2,Orthodox,23
Roman Dolidze,Middleweight,1689.4,1689.4,73.0,grappler,0.776,0.581,3.11,0.485,1.13,0.32,68.9,0.64,0.357,0.071,0.634,5.94,0.23,-5.18,0.96,30.35,0.127,37.7,Orthodox,14
Israel Adesanya,Middleweight,1686.9,1686.9,69.2,striker,0.127,0.881,3.77,0.558,0.25,0.764,16.0,0.18,0.263,0.211,0.517,2.39,0.053,11.04,0.71,27.59,0.124,36.7,Switch,19
Reinier de Ridder,Middleweight,1678.2,1678.2,70.7,wrestler,0.753,0.515,2.68,0.468,1.89,0.4,75.6,0.45,0.5,0.167,0.613,4.21,0.252,2.51,0.8,27.6,0.217,35.5,Southpaw,6
Kevin Holland,Middleweight,1671.1,1671.1,69.0,balanced,0.435,0.711,3.64,0.5,0.79,0.578,36.6,0.54,0.379,0.172,0.558,6.49,0.122,8.45,0.84,25.38,0.111,33.4,Orthodox,29
Jared Cannonier,Middleweight,1668.1,1668.1,68.6,striker,0.315,0.884,3.92,0.564,0.61,0.647,32.9,0.06,0.35,0.15,0.63,4.73,0.11,-3.64,0.41,39.31,0.377,41.4,Switch,20
Stephen Thompson,Middleweight,1662.1,1662.1,66.8,striker,0.244,0.876,3.83,0.549,0.38,0.633,22.4,0.06,0.273,0.136,0.659,2.73,0.075,19.08,0.5,24.46,0.276,42.4,Orthodox,22
Abus Magomedov,Middleweight,1658.1,1658.1,67.5,wrestler,0.786,0.521,2.92,0.559,1.9,1.0,61.8,0.36,0.286,0.286,0.594,4.88,0.206,-3.67,0.61,30.7,0.444,35.1,Orthodox,7
Santiago Ponzinibbio,Middleweight,1654.7,1654.7,66.7,striker,0.22,0.91,4.16,0.616,0.65,0.711,19.8,0.06,0.35,0.2,0.695,2.7,0.066,2.42,0.67,35.72,0.399,38.6,Orthodox,20
Derek Brunson,Middleweight,1647.8,1647.8,66.9,wrestler,0.841,0.631,3.06,0.509,2.31,0.842,89.3,0.47,0.429,0.286,0.695,9.58,0.298,-0.89,0.88,24.94,0.399,39.2,Southpaw,21
Brunno Ferreira,Middleweight,1646.3,1646.3,64.4,balanced,0.366,0.674,3.1,0.519,1.12,0.588,28.2,0.56,0.556,0.333,0.685,3.19,0.094,-2.5,1.12,32.09,0.239,33.3,Orthodox,9
Michal Oleksiejczuk,Middleweight,1645.6,1645.6,66.6,balanced,0.368,0.849,4.36,0.6,0.88,0.529,27.7,0.07,0.444,0.278,0.664,9.6,0.092,9.84,0.87,33.21,0.053,31.0,Southpaw,18
Chris Curtis,Middleweight,1643.5,1643.5,64.8,striker,0.091,0.887,4.69,0.538,0.31,0.646,16.5,0.1,0.25,0.083,0.671,2.39,0.055,-4.18,0.39,46.61,0.142,38.7,Orthodox,12
Edmen Shahbazyan,Middleweight,1643.4,1643.4,65.3,grappler,0.649,0.67,3.06,0.493,1.31,0.66,47.2,0.34,0.467,0.267,0.669,8.08,0.157,4.03,1.03,29.96,0.065,28.5,Orthodox,15
Li Jingliang,Middleweight,1639.0,1639.0,65.4,balanced,0.379,0.768,3.98,0.566,1.12,0.605,27.3,0.07,0.444,0.167,0.577,5.28,0.091,8.51,0.73,38.14,0.532,36.4,Orthodox,18
Gilbert Burns,Middleweight,1638.3,1638.3,64.9,grappler,0.735,0.549,3.0,0.525,1.81,0.537,61.9,0.41,0.32,0.2,0.594,6.24,0.206,-8.48,0.61,34.29,0.511,39.7,Orthodox,25
Uriah Hall,Middleweight,1637.2,1637.2,62.9,balanced,0.328,0.693,2.91,0.544,0.6,0.644,21.8,0.18,0.421,0.158,0.579,6.0,0.073,-3.4,0.68,29.46,0.216,37.9,Orthodox,19
JunYong Park,Middleweight,1632.4,1632.4,66.4,grappler,0.838,0.606,4.22,0.514,1.54,0.545,77.9,0.72,0.231,0.154,0.768,6.28,0.26,5.39,0.87,34.27,0.069,34.7,Orthodox,13
Roman Kopylov,Middleweight,1628.4,1628.4,63.8,balanced,0.424,0.786,3.96,0.533,1.08,0.889,31.0,0.1,0.417,0.167,0.655,3.47,0.103,-3.61,0.82,38.83,0.144,35.0,Southpaw,12
Omari Akhmedov,Middleweight,1623.3,1623.3,62.8,wrestler,0.765,0.471,3.09,0.558,2.38,0.659,60.3,0.28,0.2,0.2,0.697,6.22,0.201,-0.89,0.43,28.47,0.273,38.7,Orthodox,15
Jacob Malkoun,Middleweight,1620.0,1620.0,64.5,wrestler,0.965,0.603,3.69,0.554,3.77,0.556,104.7,0.59,0.111,0.111,0.833,12.8,0.349,9.57,0.8,26.44,0.185,30.7,Orthodox,9
Punahele Soriano,Middleweight,1618.7,1618.7,63.8,grappler,0.784,0.734,3.88,0.475,1.52,0.488,72.8,0.19,0.364,0.182,0.751,22.5,0.243,-8.16,0.84,25.68,0.17,33.2,Southpaw,11
Jack Hermansson,Middleweight,1617.1,1617.1,63.1,grappler,0.616,0.622,4.34,0.57,1.29,0.808,46.3,0.34,0.316,0.316,0.577,9.61,0.154,8.64,0.4,34.7,0.32,37.5,Orthodox,19
Michel Pereira,Middleweight,1614.0,1614.0,61.4,balanced,0.463,0.672,3.76,0.514,1.09,0.759,25.2,0.53,0.333,0.133,0.499,2.87,0.084,6.43,0.8,35.65,0.126,32.4,Orthodox,15
Jacare Souza,Middleweight,1613.2,1613.2,62.2,grappler,0.748,0.572,2.7,0.595,1.34,0.625,73.7,0.63,0.5,0.188,0.66,8.33,0.246,-9.39,0.9,32.53,0.264,41.4,Orthodox,16
Marvin Vettori,Middleweight,1610.0,1610.0,63.3,grappler,0.707,0.592,4.47,0.561,1.37,0.685,54.1,0.39,0.111,0.0,0.756,5.13,0.18,0.11,0.49,40.51,0.053,32.2,Southpaw,18
Darren Till,Middleweight,1607.4,1607.4,56.4,balanced,0.368,0.564,2.44,0.563,0.69,0.698,26.1,0.1,0.167,0.333,0.676,4.85,0.087,0.64,0.51,28.9,0.266,30.0,Southpaw,12
Ion Cutelaba,Middleweight,1603.9,1603.9,59.9,wrestler,0.778,0.585,3.52,0.475,2.85,0.756,55.6,0.19,0.286,0.381,0.687,10.02,0.185,-0.62,0.39,30.89,0.246,32.5,Southpaw,21
Kelvin Gastelum,Middleweight,1603.0,1603.0,58.6,balanced,0.405,0.643,3.46,0.573,1.02,0.604,40.2,0.12,0.192,0.154,0.648,3.58,0.134,1.21,0.53,31.49,0.36,34.5,Southpaw,26
Krzysztof Jotko,Middleweight,1596.7,1596.7,56.6,balanced,0.52,0.53,2.94,0.573,1.26,0.821,62.0,0.13,0.059,0.235,0.652,7.24,0.207,0.63,0.3,18.37,0.164,33.1,Southpaw,17
Eryk Anders,Middleweight,1595.3,1595.3,59.1,grappler,0.734,0.638,3.28,0.505,1.65,0.804,81.2,0.11,0.25,0.15,0.687,9.05,0.271,-13.38,0.52,31.32,0.499,38.9,Southpaw,20
Tom Breese,Middleweight,1594.1,1594.1,57.3,balanced,0.318,0.696,3.04,0.605,0.41,0.706,43.8,0.74,0.5,0.25,0.66,5.7,0.146,6.65,1.48,26.49,0.098,29.3,Southpaw,8
Kyle Daukaus,Middleweight,1593.8,1593.8,57.7,grappler,0.847,0.526,2.69,0.429,1.55,0.769,89.3,1.05,0.3,0.3,0.701,6.52,0.294,5.77,1.4,25.89,0.61,33.3,Southpaw,10
Cesar Almeida,Middleweight,1592.0,1592.0,56.6,striker,0.204,0.773,3.31,0.461,0.72,0.469,33.5,0.33,0.4,0.0,0.518,5.11,0.112,2.3,0.52,26.21,0.459,38.2,Orthodox,5
Elizeu Zaleski dos Santos,Middleweight,1590.8,1590.8,57.5,balanced,0.375,0.644,3.76,0.556,0.82,0.671,41.7,0.4,0.278,0.167,0.587,4.69,0.139,3.4,0.57,31.87,0.435,38.6,Orthodox,18
Luke Barnatt,Middleweight,1589.5,1589.5,58.7,balanced,0.39,0.613,3.87,0.591,0.85,0.636,24.7,0.39,0.333,0.0,0.672,3.97,0.082,4.13,0.78,35.8,0.237,27.1,Orthodox,6
Anderson Silva,Middleweight,1581.6,1581.6,56.0,balanced,0.367,0.724,2.74,0.595,0.29,0.763,18.1,0.3,0.56,0.16,0.553,6.66,0.06,4.7,1.09,21.64,0.287,45.5,Southpaw,25
Mansur Abdul-Malik,Middleweight,1572.6,1572.6,56.2,wrestler,0.661,0.521,3.12,0.436,1.86,0.9,41.8,0.41,0.6,0.2,0.74,9.31,0.139,-17.62,0.58,28.87,0.515,28.7,Orthodox,5
Antonio Carlos Junior,Middleweight,1568.9,1568.9,56.2,grappler,0.955,0.392,2.33,0.528,3.0,0.533,114.1,0.71,0.385,0.077,0.664,6.61,0.38,1.73,0.7,24.63,0.168,36.3,Orthodox,13
Cody Brundage,Middleweight,1567.7,1567.7,53.0,grappler,0.667,0.541,2.23,0.518,1.36,0.667,45.2,0.4,0.312,0.25,0.745,6.72,0.151,3.01,0.79,28.44,0.059,32.0,Orthodox,16
Makhmud Muradov,Middleweight,1565.6,1565.6,56.1,wrestler,0.708,0.599,3.56,0.61,2.14,0.778,41.5,0.25,0.286,0.143,0.651,3.46,0.138,12.68,0.7,25.49,0.107,34.0,Orthodox,7
Andre Muniz,Middleweight,1561.5,1561.5,53.4,grappler,1.0,0.407,2.23,0.512,3.17,0.333,83.9,0.9,0.3,0.4,0.586,3.52,0.28,1.87,1.0,26.11,0.309,35.6,Southpaw,10
Anthony Smith,Middleweight,1561.3,1561.3,50.9,balanced,0.284,0.655,2.87,0.444,0.51,0.5,20.9,0.4,0.44,0.28,0.629,2.42,0.07,-4.0,0.75,39.19,0.256,36.8,Orthodox,25
Chidi Njokuani,Middleweight,1553.9,1553.9,51.9,striker,0.206,0.908,4.36,0.572,0.35,0.75,42.2,0.22,0.3,0.3,0.449,5.68,0.141,6.61,0.64,30.71,0.191,37.1,Orthodox,10
Court McGee,Middleweight,1551.5,1551.5,54.4,grappler,0.702,0.539,4.19,0.61,1.64,0.708,65.6,0.42,0.125,0.125,0.536,5.88,0.219,7.37,0.6,36.14,0.328,40.5,Orthodox,24
Tresean Gore,Middleweight,1549.5,1549.5,52.8,grappler,0.769,0.523,3.46,0.407,1.8,0.839,43.7,0.76,0.429,0.286,0.593,3.42,0.146,-28.98,0.71,41.21,0.657,32.0,Switch,7
Abdul Razak Alhassan,Middleweight,1541.2,1541.2,49.3,balanced,0.372,0.704,2.78,0.549,0.76,0.509,35.9,0.18,0.429,0.214,0.752,5.91,0.12,-4.73,1.14,26.92,0.26,39.4,Orthodox,14
Marco Tulio,Middleweight,1540.9,1540.9,53.0,balanced,0.42,0.82,4.73,0.563,0.99,0.0,38.4,0.19,0.5,0.25,0.595,6.01,0.128,24.89,0.93,28.44,0.897,31.9,Orthodox,4
Nick Diaz,Middleweight,1540.0,1540.0,52.5,balanced,0.491,0.677,4.11,0.541,1.15,0.628,43.0,0.84,0.4,0.067,0.68,4.28,0.143,3.34,0.96,33.97,0.086,42.9,Southpaw,15
Rodolfo Vieira,Middleweight,1539.0,1539.0,51.8,wrestler,0.758,0.531,3.11,0.492,2.19,0.6,72.6,0.69,0.455,0.182,0.639,3.63,0.242,-7.09,0.88,37.54,0.248,36.6,Orthodox,11
Ian Heinisch,Middleweight,1538.1,1538.1,49.9,grappler,0.561,0.56,3.16,0.591,1.08,0.608,41.4,0.56,0.143,0.143,0.597,7.7,0.138,-1.64,0.91,29.52,0.107,33.0,Orthodox,7
Dustin Stoltzfus,Middleweight,1534.4,1534.4,49.7,grappler,0.815,0.534,3.36,0.477,1.91,0.5,69.7,0.84,0.2,0.4,0.547,4.38,0.232,-2.31,0.99,32.34,0.396,34.6,Orthodox,10
Cam Rowston,Middleweight,1702.4,1534.3,79.1,wrestler,0.813,0.67,4.4,0.539,1.64,1.0,87.4,0.24,0.667,0.0,0.7,17.75,0.291,1.57,0.53,25.55,0.233,31.4,Orthodox,3
Baisangur Susurkaev,Middleweight,1664.3,1534.3,75.4,grappler,0.723,0.685,4.59,0.591,1.9,1.0,60.7,0.63,1.0,0.0,0.574,6.23,0.202,3.17,0.79,38.09,0.233,25.4,Orthodox,3
Eric McConico,Middleweight,1557.4,1534.3,49.4,balanced,0.512,0.546,3.24,0.457,1.12,0.69,45.6,0.21,0.0,0.5,0.636,2.78,0.152,-2.98,0.27,27.66,0.749,36.1,Southpaw,4
Robert Bryczek,Middleweight,1553.5,1534.3,53.1,balanced,0.498,0.548,3.23,0.552,1.07,0.714,38.0,0.39,0.333,0.0,0.618,5.46,0.127,-9.22,0.6,38.76,0.376,36.0,Orthodox,3
Ozzy Diaz,Middleweight,1542.5,1534.3,48.3,striker,0.22,0.822,4.76,0.629,0.92,0.667,36.9,0.24,0.0,0.667,0.724,3.18,0.123,-7.22,0.31,49.55,0.662,35.6,Orthodox,3
Zach Reese,Middleweight,1534.1,1534.1,51.6,grappler,0.825,0.636,4.14,0.44,2.44,0.55,46.9,0.83,0.25,0.25,0.545,6.39,0.156,7.35,0.85,27.93,0.136,30.0,nan,8
Shawn Jordan,Middleweight,1533.7,1533.7,50.6,grappler,0.696,0.622,2.72,0.496,1.36,0.889,67.3,0.11,0.6,0.2,0.757,9.61,0.224,-4.67,0.55,26.9,0.309,30.9,Southpaw,10
Marc-Andre Barriault,Middleweight,1533.2,1533.2,49.5,striker,0.27,0.886,4.76,0.492,0.48,0.681,32.0,0.14,0.235,0.235,0.706,5.44,0.107,-7.59,0.45,46.69,0.243,36.0,Orthodox,17
Andrey Pulyaev,Middleweight,1531.8,1531.8,48.2,balanced,0.244,0.588,2.97,0.573,0.7,0.556,34.0,0.22,0.333,0.0,0.609,3.76,0.113,1.07,0.59,28.0,0.489,28.4,Southpaw,3
Brad Tavares,Middleweight,1531.5,1531.5,46.9,balanced,0.341,0.583,3.24,0.549,0.73,0.803,37.9,0.05,0.071,0.214,0.599,2.25,0.126,3.84,0.26,30.09,0.309,38.2,Orthodox,28
David Branch,Middleweight,1525.3,1525.3,45.3,wrestler,0.771,0.395,1.97,0.567,1.83,0.438,86.3,0.12,0.111,0.556,0.525,4.03,0.288,-0.31,0.33,20.44,0.194,37.5,Orthodox,9
Robert Valentin,Middleweight,1525.2,1525.2,45.3,grappler,0.745,0.466,2.43,0.33,1.1,0.55,43.8,1.09,0.25,0.5,0.631,4.07,0.146,-4.07,0.92,30.15,0.418,31.2,Orthodox,4
Bruno Silva,Middleweight,1524.9,1524.9,47.2,balanced,0.398,0.732,3.33,0.474,1.23,0.736,44.2,0.16,0.391,0.261,0.659,5.9,0.147,-7.71,0.66,38.96,0.493,36.2,Orthodox,23
Nordine Taleb,Middleweight,1524.9,1524.9,49.3,grappler,0.76,0.582,3.35,0.668,1.64,0.739,60.8,0.1,0.167,0.333,0.524,6.92,0.203,7.51,0.35,24.08,0.323,38.2,Orthodox,12
Paul Craig,Middleweight,1521.0,1521.0,45.7,grappler,0.607,0.469,2.35,0.434,1.23,0.353,37.3,1.03,0.429,0.381,0.523,6.2,0.124,0.29,1.15,27.77,0.305,37.8,Orthodox,21
Rafael Natal,Middleweight,1511.1,1511.1,46.5,wrestler,0.764,0.541,3.05,0.576,2.22,0.771,68.6,0.46,0.118,0.235,0.589,9.15,0.229,3.67,0.8,23.29,0.387,34.6,Orthodox,17
Djorden Santos,Middleweight,1505.4,1505.4,44.7,striker,0.313,0.792,5.02,0.481,1.07,0.8,40.2,0.24,0.0,0.333,0.717,3.75,0.134,-6.51,0.31,52.76,0.233,28.9,Orthodox,3
Gerald Meerschaert,Middleweight,1503.6,1503.6,45.4,grappler,0.726,0.461,2.54,0.536,1.37,0.4,54.1,1.11,0.462,0.308,0.719,3.59,0.18,0.23,1.3,29.7,0.376,38.4,Southpaw,26
Armen Petrosyan,Middleweight,1499.3,1499.3,43.4,striker,0.28,0.846,4.93,0.531,0.56,0.417,29.1,0.14,0.0,0.429,0.44,4.1,0.097,20.81,0.27,28.34,0.219,34.3,Orthodox,7
Andre Petroski,Middleweight,1498.3,1498.3,45.8,grappler,1.0,0.502,2.94,0.515,2.77,0.864,91.1,1.04,0.231,0.308,0.637,7.45,0.304,-4.24,1.02,28.93,0.392,35.0,Switch,13
Alex Garcia,Middleweight,1496.2,1496.2,45.0,wrestler,0.845,0.413,2.16,0.592,2.83,0.667,69.8,0.2,0.3,0.1,0.776,3.6,0.233,-8.79,0.56,27.37,0.255,31.3,Orthodox,10
Clint Hester,Middleweight,1494.7,1494.7,42.4,balanced,0.442,0.603,3.18,0.569,1.04,0.6,48.5,0.14,0.286,0.429,0.692,6.24,0.162,4.91,0.63,34.42,0.465,29.4,Orthodox,7
Deron Winn,Middleweight,1492.5,1492.5,44.3,wrestler,0.862,0.554,4.11,0.46,3.09,0.4,70.6,0.18,0.0,0.4,0.684,3.78,0.235,-11.33,0.24,55.61,0.419,37.0,Orthodox,5
Trevin Giles,Middleweight,1492.3,1492.3,41.7,balanced,0.504,0.632,2.9,0.58,1.01,0.721,47.9,0.28,0.214,0.429,0.722,7.07,0.16,3.76,0.57,17.09,0.332,32.2,Orthodox,14
John Allan,Middleweight,1491.9,1491.9,44.5,grappler,0.72,0.497,3.43,0.536,1.41,0.4,39.7,0.65,0.0,0.0,0.621,5.58,0.132,-18.13,0.85,42.0,0.168,28.7,Orthodox,3
Azamat Bekoev,Middleweight,1491.0,1491.0,44.3,wrestler,0.76,0.704,4.06,0.313,2.55,0.625,60.4,0.21,0.5,0.5,0.632,8.22,0.201,-16.07,0.83,44.11,0.204,30.5,Orthodox,4
Jackson McVey,Middleweight,1489.5,1489.5,42.4,grappler,0.588,0.718,4.82,0.236,0.92,0.0,61.8,0.75,0.333,0.667,0.606,7.68,0.206,-5.18,0.95,27.8,0.233,27.2,Southpaw,3
Igor Araujo,Middleweight,1488.2,1488.2,40.5,grappler,0.652,0.417,2.39,0.498,1.02,0.222,69.3,0.46,0.0,0.25,0.551,5.87,0.231,0.92,0.65,30.91,0.283,34.6,Orthodox,4
